XML-ID,Wikidata ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Brief Description
peAVo,,ADOLF,VOLLMANN,ADOLF VOLLMANN,1828,1910,1828-1910,tysk-norsk kjøpmann.
peGvV,,GEORG [HEINRICH] VON,VOLLMAR [AUF VELTHEIM],GEORG [HEINRICH] VON VOLLMAR [AUF VELTHEIM],1850,1922,1850-1922,tysk politiker.
peJvV,Q98870391,JULIA VON,VOLLMAR,JULIA VON VOLLMAR,1849,1923,1849-1923,svensk-tysk politikerhustru.
pePCV,Q20747029,PETER [CHRISTIANSEN],VOSS,PETER [CHRISTIANSEN] VOSS,1837,1909,1837-1909,norsk skolemann.
peRV,Q71427,RICHARD,VOSS,RICHARD VOSS,1851,1918,1851-1918,tysk forfatter.
peEVu,Q4575499,ERIK,VULLUM,ERIK VULLUM,1850,1916,1850-1916,"norsk journalist, forfatter og politiker."
peMaVu,Q13534333,[ROTA] MARGRETHE,VULLUM,[ROTA] MARGRETHE VULLUM,1846,1918,1846-1918,"dansk-norsk folkehøyskolelærerinne, journalist og kritiker."
peCaWa,Q18274740,CARL,WACHTMEISTER,CARL WACHTMEISTER,1823,1871,1823-1871,"svensk greve, diplomat og utenriksminister."
peRWag,Q1511,[WILHELM] RICHARD,WAGNER,[WILHELM] RICHARD WAGNER,1813,1883,1813-1883,tysk komponist.
peAWE,,MINA (Abrahamine),WAHL,MINA (Abrahamine) WAHL,1813,,1813-,norsk guvernante og instrumentmakerhustru.
peFMW,Q5499496,FREDRIK MELTZER,WALLEM,FREDRIK MELTZER WALLEM,1837,1922,1837-1922,norsk fiskeriinspektør.
peFWa,Q1449370,FRANZ,WALLNER,FRANZ WALLNER,1854,1940,1854-1940,tysk skuespiller og forfatter.
peCWa,,CHRISTOPHER [JOHAN],WALLROTH,CHRISTOPHER [JOHAN] WALLROTH,1841,1916,1841-1916,svensk landskapsmaler.
peFeWa,Q95282,FERDINAND,WALTER,FERDINAND WALTER,1794,1879,1794-1879,tysk rettslærd.
peCBW,,CARL B.,WALTZ,CARL B. WALTZ,,,,østerriksk funksjonær.
peJWa,,JENS [WALDEMAR],WANG,JENS [WALDEMAR] WANG,1859,1926,1859-1926,norsk maler og teatermaler.
peKWa,Q4992875,KARL [JOHAN],WARBURG,KARL [JOHAN] WARBURG,1852,1918,1852-1918,svensk litteraturhistoriker.
peWBW,,W. BARON VON,WARBURG,W. BARON VON WARBURG,,,,tysk forfatter.
peRW,,ROBERT,WATT ['vat],ROBERT WATT ['vat],1837,1894,1837-1894,dansk forfatter og teaterleder.
peAnWa,Q15429571,ANTOINE,WATTEAU,ANTOINE WATTEAU,1684,1721,1684-1721,fransk maler.
peJJW,Q90909,JOHANN JAKOB,WEBER,JOHANN JAKOB WEBER,1803,1880,1803-1880,tysk forlegger.
peWed,,[JOHAN CASPAR] HERMAN [NICOLAI],WEDEL-JARLSBERG,[JOHAN CASPAR] HERMAN [NICOLAI] WEDEL-JARLSBERG,1851,1914,1851-1914,norsk godseier.
peMWJ,,MIMI (Mathilde),WEDEL-JARLSBERG,MIMI (Mathilde) WEDEL-JARLSBERG,1852,1932,1852-1932,norsk godseierhustru.
peAWeg,,ANDREA,WEGENER,ANDREA WEGENER,,1875,-1875,dansk gårdeierhustru.
pePW,Q3364185,PHILIP,WEILBACH,PHILIP WEILBACH,1834,1900,1834-1900,dansk kunsthistoriker.
peHWe,Q5741057,HERMANN,WEISS,HERMANN WEISS,1822,1897,1822-1897,"tysk maler, kobberstikker og kulturhistoriker."
peJoaHW,,JOACHIM [HEIBERG],WELHAVEN,JOACHIM [HEIBERG] WELHAVEN,1820,1878,1820-1878,"norsk skuespiller og oppleser, ingeniør og litterat."
peJSW,Q954720,JOHAN SEBASTIAN [CAMMERMEYER],WELHAVEN,JOHAN SEBASTIAN [CAMMERMEYER] WELHAVEN,1807,1873,1807-1873,norsk dikter.
peEWe,Q525092,ERIK [THEODOR],WERENSKIOLD,ERIK [THEODOR] WERENSKIOLD,1855,1938,1855-1938,"norsk tegner, maler og grafiker."
peHW,Q11974254,HARALD [TITUS ALEXIS],WERGELAND,HARALD [TITUS ALEXIS] WERGELAND,1811,1893,1811-1893,"norsk jordbruker, gårdeier og tjenestemann."
peJFOW,Q3355133,[JOSEPH FRANTZ] OSCAR,WERGELAND,[JOSEPH FRANTZ] OSCAR WERGELAND,1815,1895,1815-1895,norsk offiser.
peOWe,Q4129638,OSCAR [ARNOLD],WERGELAND,OSCAR [ARNOLD] WERGELAND,1844,1910,1844-1910,norsk maler.
peAW,Q646517,ALICE,WERNER,ALICE WERNER,1859,1935,1859-1935,engelsk språklærerinne.
peJWe,,JULIUS,WERTHER,JULIUS WERTHER,1838,1910,1838-1910,tysk teaterleder og forfatter.
peJHW,Q649747,JOHAN HERMAN,WESSEL,JOHAN HERMAN WESSEL,1742,1785,1742-1785,norsk-dansk dikter.
peHWes,,HENRIC [LAURENTIUS],WESTIN,HENRIC [LAURENTIUS] WESTIN,1824,1899,1824-1899,svensk embetsmann og forfatter.
peRWe,,RAGNA [MARIE],WETTERGREN,RAGNA [MARIE] WETTERGREN,1864,1958,1864-1958,norsk skuespillerinne.
peWick,,[NIELS JACOB EMIL] NILS,WICKSTRØM,[NIELS JACOB EMIL] NILS WICKSTRØM,1848,1879,1848-1879,norsk sceneinstruktør.
peGW,Q1556531,GUSTAV [JOHANNES],WIED,GUSTAV [JOHANNES] WIED,1858,1914,1858-1914,dansk forfatter.
peAVW,,[ANTON] WILHELM,WIEHE,[ANTON] WILHELM WIEHE,1826,1884,1826-1884,dansk skuespiller.
peKWi,,CARL/KARL,WIENE,CARL/KARL WIENE,1852,1913,1852-1913,østerriksk skuespiller.
peHaWi,Q6240646,HARALD [OSSIAN],WIESELGREN,HARALD [OSSIAN] WIESELGREN,1835,1906,1835-1906,"svensk biblioteksmann og historisk forfatter (K&E 1, 320)."
peOW,Q6241025,[CARL] OSCAR,WIJKANDER,[CARL] OSCAR WIJKANDER,1826,1899,1826-1899,svensk forfatter og teatermann.
peHWil,Q15997445,HERMANN,WILBERG,HERMANN WILBERG,,,,tysk dramatiker.
peAWi,Q67953,ADOLF VON,WILBRANDT,ADOLF VON WILBRANDT,1837,1911,1837-1911,tysk forfatter.
peDrWi,Q48488520,dr.,WILLE,dr. WILLE,,,,"ikke identifisert, jf. kommentar til brevet."
peHJW,Q16905904,HANS JACOB,WILLE,HANS JACOB WILLE,1816,1863,1816-1863,norsk marineoffiser.
peMW,Q75803,MARIANNE VON,WILLEMER,MARIANNE VON WILLEMER,1784,1860,1784-1860,tysk danserinne.
peAWil,Q6243223,[PER] ANDERS [JOHAN],WILLMAN,[PER] ANDERS [JOHAN] WILLMAN,1834,1898,1834-1898,svensk operasanger og teaterdirektør.
peCW,,CHRISTIAN [FREDERIK (Friedrich) EMIL],WILSTER,CHRISTIAN [FREDERIK (Friedrich) EMIL] WILSTER,1797,1840,1797-1840,dansk forfatter.
peIW,,I.,WINCKEL,I. WINCKEL,,,,"ikke identifisert, sannsynligvis tysk eller østerriksk."
peJJWi,Q57280,JOHANN JOACHIM,WINCKELMANN,JOHANN JOACHIM WINCKELMANN,1717,1768,1717-1768,tysk arkeolog.
peMMW,Q12327502,MOGENS [MOGENSEN],WINGAARD,MOGENS [MOGENSEN] WINGAARD,1636,1711,1636-1711,dansk skolemann og forfatter.
pePWi,Q4111482,PER [CARL],WINGE,PER [CARL] WINGE,1858,1935,1858-1935,norsk komponist og dirigent.
peFW,,[ERHARDT] FREDERIK (Friederich),WINKEL HORN,[ERHARDT] FREDERIK (Friederich) WINKEL HORN,1845,1898,1845-1898,dansk litteraturhistoriker.
peHWi,,HEDVIG [CHARLOTTA],WINTERHJELM/WINTER-HJELM,HEDVIG [CHARLOTTA] WINTERHJELM/WINTER-HJELM,1838,1907,1838-1907,svensk skuespillerinne.
peKAWi,,KRISTIAN ANASTAS,WINTERHJELM/WINTER-HJELM,KRISTIAN ANASTAS WINTERHJELM/WINTER-HJELM,1843,1915,1843-1915,norsk journalist.
peFWW,Q94894203,FRITZ,WITTE-WILD,FRITZ WITTE-WILD,1848,1930,1848-1930,"tysk teaterdirektør og regissør (Sagen 2009, 93)."
peRWo,,ROMAN [MICHAEL],WOERNER,ROMAN [MICHAEL] WOERNER,1863,1945,1863-1945,tysk litteraturhistoriker.
peLW,,[KAREN] LUCIE,WOLF,[KAREN] LUCIE WOLF,1833,1902,1833-1902,norsk skuespillerinne.
peJWNW,Q6245886,[JACOB WILHELM] NICOLAI,WOLF,[JACOB WILHELM] NICOLAI WOLF,1824,1875,1824-1875,dansk-norsk operasanger og skuespiller.
peFWo,,FREDERIK HERMAN (Friedrich Hermann),WOLFHAGEN,FREDERIK HERMAN (Friedrich Hermann) WOLFHAGEN,1818,1894,1818-1894,dansk embetsmann og politiker.
peCLW,,CARSTEN [LÜTKEN],WOLL,CARSTEN [LÜTKEN] WOLL,1827,1897,1827-1897,"norsk skuespiller, skomaker og emissær."
peLFMRW,Q707676,LOUIS FRANÇOIS MICHEL RAYMOND,WOLOWSKI,LOUIS FRANÇOIS MICHEL RAYMOND WOLOWSKI,1810,1876,1810-1876,polsk-fransk økonomisk forfatter og politiker.
peCWo,Q72173,CHARLOTTE,WOLTER,CHARLOTTE WOLTER,1834,1897,1834-1897,østerriksk skuespillerinne.
peAvWo,,ALFRED [FREIHERR] VON,WOLZOGEN,ALFRED [FREIHERR] VON WOLZOGEN,1823,1883,1823-1883,tysk teaterleder og forfatter (DBI).
peJW,,[JOHAN] JAKOB,WOXEN,[JOHAN] JAKOB WOXEN,1856,1920,1856-1920,"norsk embetsmann (Anker 2, 75; jf. HU 19, 540)."
peKW,,KARL (Carl Gustav Marius),WOXEN,KARL (Carl Gustav Marius) WOXEN,1848,,1848-,norsk jurist.
peBW,Q826201,BERNHARD,WULFF,BERNHARD WULFF,1844,1922,1844-1922,dansk journalist.
peEZ,,[CARL] ERIC [ADAM],ZACHRISON,[CARL] ERIC [ADAM] ZACHRISON,1850,1911,1850-1911,svensk skuespiller.
peRSch,,RIKKA (Ulrikke Cathrine),ZEIER,RIKKA (Ulrikke Cathrine) ZEIER,1838,1874,1838-1874,norsk sakfører- og gårdbrukerhustru (NPSA 3:2).
peZi,,herr,ZIMMERMANN,herr ZIMMERMANN,,,,ikke identifisert.
peAZ,,AUGUSTE (Gustava Sophia Agneta),ZINCK,AUGUSTE (Gustava Sophia Agneta) ZINCK,1821,1895,1821-1895,tysk forfatterinne og oversetter.
peEZol,Q504,ÉMILE,ZOLA,ÉMILE ZOLA,1840,1902,1840-1902,fransk forfatter.
peHZ,Q94836954,HEINRICH,ZSCHALIG,HEINRICH ZSCHALIG,1848,1929,1848-1929,"tysk filolog og forfatter (Anker 2, 107; Lüdtke red. 1973)."
peDZ,,DIKKEN (Henrikke Barbara Wind Daae),ZWILGMEYER,DIKKEN (Henrikke Barbara Wind Daae) ZWILGMEYER,1853,1913,1853-1913,norsk forfatterinne.
peCGO,,CLAES GUSTAF,ÖSTBERG,CLAES GUSTAF ÖSTBERG,1852,,1852-,svensk konsul.
peViO,,VILHELM (Wilhelm),ØSTERGAARD,VILHELM (Wilhelm) ØSTERGAARD,1852,1928,1852-1928,dansk forfatter.
peHOst,Q16650668,HANS,ÖSTERLING,HANS ÖSTERLING,1847,1925,1847-1925,"svensk redaktør og forlegger (GEBB 8, 79)."
peGA,,GURLI (Johanna Carolina),ÅBERG,GURLI (Johanna Carolina) ÅBERG,1843,1922,1843-1922,svensk skuespillerinne.
peEAa,,[CHRISTIAN] EBERHARD,ÅBJÖRNSSON,[CHRISTIAN] EBERHARD ÅBJÖRNSSON,1828,1895,1828-1895,svensk skuespiller og teaterdirektør.
peWAb,,WILLIAM [GOTTLIEB],ÅBJÖRNSSON,WILLIAM [GOTTLIEB] ÅBJÖRNSSON,1851,1889,1851-1889,svensk skuespiller og oversetter for teateret.
peSvA,Q77033694,SVEA,ÅHMAN,SVEA ÅHMAN,,,,svensk skuespillerinne.
peHeA,Q31672746,HENRIK,ÅKERMAN,HENRIK ÅKERMAN,1840,1905,1840-1905,"svensk diplomat (SMK 8, 504)."
peLJA,,LOUISE JULIE JACQUETTE,ÅKERMAN,LOUISE JULIE JACQUETTE ÅKERMAN,1864,1926,1864-1926,svensk friherrinne og diplomathustru.
peIA,Q1083878,IDA [EMILIA],AALBERG,IDA [EMILIA] AALBERG,1858,1915,1858-1915,finsk skuespillerinne.
peCSAa,,CARL SIGVARDTH,AAMODT,CARL SIGVARDTH AAMODT,1827,,1827-,barndomsvenn av Ibsen fra Skien.
peHAA,,[HANSINE] HENRIETTE ANDERSEN,AARS,[HANSINE] HENRIETTE ANDERSEN AARS,1850,1921,1850-1921,norsk banksjefhustru.
peJJAa,Q5540700,[JACOB] JONATHAN,AARS,[JACOB] JONATHAN AARS,1837,1908,1837-1908,norsk filolog og skolemann.
peIvAa,Q106812,IVAR [ANDREAS],AASEN,IVAR [ANDREAS] AASEN,1813,1896,1813-1896,norsk språkforsker og forfatter.
orgAftb,Q4690436,,,AFTENBLADET,,,,norsk avis.
orgAftp,Q388841,,,AFTENPOSTEN,,,,norsk avis.
orgBanNap,,,,BANCO NAPOLETANA,,,,italiensk bank.
orgNatSc,,,,BERGENS NATIONALE SCENE,,,,"norsk teater, se"
orgTeatB,,,,BERGENS THEATERFORENING,,,,stiftet i Bergen 8. desemer 1872 med det formål å areide for Fremme af en fast national Scene i Bergen (jf. kommentar til rev til J. Bøgh 30. septemer 1876 og Bergens Nationale Scene. 
orgBerTid,Q59055,,,BERLINGSKE TIDENDE,,,,dansk avis.
orgBurg,Q308720,,,BURGTHEATER,,,,østerriksk teater.
orgCB,,,,CHRISTIANIA BYFOGEDCONTOR,,,,norsk embetskontor.
orgChrTh,Q565382,,,CHRISTIANIA THEATER,,,,norsk teater.
orgCPo,Q5110451,,,CHRISTIANIA-POSTEN,,,,norsk avis.
orgDagbl,Q1157193,,,DAGBLADET,,,,norsk avis.
orgDT,Q55226416,,,DAGS-TELEGRAPHEN,,,,dansk avis.
orgFriStud,,,,DEN FRISINNEDE STUDENTERFORENING,,,,norsk studentforening.
orgGyl,,,,DEN GYLDENDALSKE BOGHANDEL,,,,"dansk bokhandel og forlag, Ibsens forlag fra og med utgivelsen av"
orgDnFo,Q1772743,,,DEN NORSKE FORFATTERFORENING,,,,interesseorganisasjon for norske fag- og skjønnlitterære forfattere.
orgSF,,,,DEN SKANDINAVISKE FORENING I ROMA,,,,organisasjon for skandinaver og finner.
orgAkKoll,Q17765982,,,DET AKADEMISKE KOLLEGIUM,,,,norsk universitetsstyre.
orgBsS,,,,DET BRITISK-SKANDINAVISKE SELSKAB,,,,engelsk litterært selskap.
orgKNVS,Q1201052,,,DET KONGELIGE NORSKE VIDENSKABERS SELSKAB,,,,norsk vitenskapsselskap.
orgKT,,,,DET KONGELIGE THEATER I KØBENHAVN,,,,"den danske hovedscene for skuespill, opera og ballett."
orgStud,Q6517302,,,DET NORSKE STUDENTERSAMFUND,,,,norsk studentforening.
orgNTB,Q1186793,,,DET NORSKE THEATER I BERGEN,,,,norsk teater.
orgDGen,,,,DEUTSCHE GENOSSENSCHAFT DRAMATISCHER AUTOREN UND COMPONISTEN,,,,tysk interesseorganisasjon og teateragentur.
orgDV,Q688555,,,DEUTSCHES VOLKSTHEATER,,,,"østerriksk teater, Wien."
orgDampD,,,,DIREKSJONEN FOR DAMPSKIPET «DRONNINGEN»,,,,norsk bedriftsstyre.
orgDresBGA,,,,DRESDNER BEZIRKS-GERICHTS-AMT,,,,tysk byrett.
orgFBE,Q1403355,,,FELIX BLOCH ERBEN,,,,tysk teateragentur.
orgFinDep,,,,FINANTS- OG TOLDDEPARTEMENTET (FINANSDEPARTEMENTET),,,,norsk departement.
orgGBkom,,,,GIORDANO BRUNO-KOMITEEN,,,,"internasjonal forening, jf. kommentar til brevet."
orgHoh,Q47753440,,,HOHLENBERG,,,,dansk fotograf.
orgHotG,,,,HOTEL GRÖBNER,,,,"hotell i Gossensass, Sør-Tyrol, der Isen hadde sommer-/høstopphold 1876, 1878, 1882, 1883, 1884 og 1889, (jf. innledningen, under Gossensass). "
orgIN,Q6000615,,,ILLUSTRERET NYHEDSBLAD,,,,norsk illustrert ukeblad.
orgJComp,,,,JENSEN & CO.,,,,"norsk fetevareforretning i Torvgaden 5A, Kristiania."
orgKdep,,,,"KIRKE- OG UNDERVISNINGSDEPARTEMENTET, eller: DEPARTEMENTET FOR KIRKE- OG UNDERVISNINGSVESENET, gjerne forkortet: KIRKEDEPARTEMENTET",,,,norsk departement.
orgKUMin,,,,"KIRKE- OG UNDERVISNINGSMINISTERIET, eller: MINISTERIET FOR KIRKE- OG UNDERVISNINGSVÆSEN, vanligvis kalt KULTUSMINISTERIET",,,,dansk departement.
orgKomTB,,,,KOMITÉEN FOR TUSENÅRSFESTEN I BERLIN,,,,komité opprettet i forbindelse med tusenårsjubileet for samlingen av Norge til ett rike 1872.
orgKong,Q80644,,,KONGEN,,,,det norske statsoverhode.
orgKDTS,,,,KONGL. DRAMATISKA THEATERN,,,,"svensk teater, jf. Kongl. Theatrarne. "
orgKoTh,,,,KONGL. THEATRARNE I STOCKHOLM,,,,"de svenske hovedscener for teater, opera og ballett."
orgKrArb,Q11994201,,,KRISTIANIA ARBEIDERSAMFUND,,,,norsk arbeidersamfunn.
orgJour,,,,KRISTIANIA JOURNALISTKLUB,,,,interesseorganisasjon for journalister.
orgKrLign,,,,KRISTIANIA LIGNINGSKOMMISJON,,,,"kommunal etat, kollegiet av takserborgere (senere kalt ligningsmenn) i Kristiania."
orgKNT,Q5110461,,,KRISTIANIA NORSKE THEATER,,,,norsk teater.
orgKrVArb,,,,KRISTIANIA VESTRE ARBEIDERSAMFUND,,,,norsk arbeidersamfunn.
orgLdep,Q501542,,,LANDBRUKSDEPARTEMENTET,,,,norsk departement.
orgMNN,Q1958977,,,MÜNCHENER NEUESTE NACHRICHTEN,,,,tysk avis.
orgNatTh,Q565382,,,NATIONALTHEATRET,,,,norsk teater.
orgNat,Q10594813,,,NATIONALTIDENDE,,,,dansk avis.
orgNeuZ,,,,NEUE ZEIT : WOCHENSCHRIFT FÜR DEUTSCHES THEATER UND URHEBERRECHT,,,,offisielt organ for Deutsche Genossenschaft dramatischer Autoren und Componisten.
orgNoInt,Q4583889,,,NORSKE INTELLIGENSSEDLER,,,,norsk avis.
orgNoKvin,,,,NORSK KVINDESAGSFORENING,,,,
orgNJo,Q11992769,,,NY JORD,,,,dansk tidsskrift.
orgOdel,Q1132026,,,ODELSTINGET,,,,norsk parlamentsavdeling.
orgPR,Q558781,,,PHILIPP RECLAM JUN.,,,,tysk forlag.
orgPolit,Q373133,,,POLITIKEN,,,,dansk avis.
orgKomPT,,,,PRESSENS TIVOLIUGE,,,,"komiteen, norsk arrangementskomité."
orgRog,Q4925304,,,ROGER,,,,forretningsfører (agent général) for Société des auteurs et compositeurs dramtiques (jf. kommentar til brev til M. Prozor 20. november 1890).
orgScLo,,,,SCHUSTER & LOEFFLER,,,,tysk forlag.
orgStOlav,,,,SKATMESTEREMBEDET VED DEN KONGELIGE NORSKE SANKT-OLAVS ORDEN,,,,norsk hoffembete.
orgSRComp,,,,S. REIERSEN COMP.,,,,norsk bedrift.
orgGotT,,,,STORA TEATERN (GÖTEBORG),,,,svensk teater.
orgStort,Q109016,,,STORTINGET,,,,"den norske nasjonalforsamling, etablert ved den norske grunnlov av 17. mai 1814 etter løsrivelsen fra Danmark."
orgStudSeni,,,,STUDENTERFORENINGENS SENIORAT,,,,dansk studentforeningsstyre.
orgStudF,Q19390991,,,STUDENTFORENINGEN FRAM,,,,norsk studentforening.
orgNOB,,,,SVENSKA AKADEMIENS NOBELKOMMITTÉ,,,,opprettet oktoer 1900 i tråd med Alfred Noels testamente (1895) og Grundstadgar för Noelstiftelsen (1900). 
orgTT,Q56574943,,,THRONDHJEMS THEATER,,,,norsk teater.
orgTS,,,,TRONDHJEM STIFT[AMT],,,,norsk lokaladministrativ enhet.
orgVG,Q1139355,,,VERDENS GANG,,,,norsk avis.
